Application,File,RoutePage,Component,String,StringType,CurrentSource,ExistingLocalizationKey,RequiredAction
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Type *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Bonus","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Allowance","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Overtime","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Deduction","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Amount (EGP) *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Reason","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Cancel","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/payroll/index.html","","","Add","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","HR","B","data-en","","leave-technical"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Positions","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Access Restricted","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Positions are available to owners and managers only.","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Back to Dashboard","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Positions","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Job titles your employees can hold (Personal Trainer, Receptionist, ...).","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","New position","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","All departments","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Include inactive","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Loading…","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","New position","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Name *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Name (AR)","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Department","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","None","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Default basic salary (EGP)","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Description","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Active","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Cancel","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/positions/index.html","","","Save","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","HR","B","data-en","","leave-technical"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Schedule","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Access Restricted","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","The schedule is not available for your role.","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Back to Dashboard","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Schedule","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Who","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Shift templates","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Bulk assign","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Assign shift","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Assignments","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Shift templates","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Today","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","This week","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Custom","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","All employees","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Loading…","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Reusable shift times you assign to employees (Morning, Evening, …).","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Assign shift","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Employee *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Shift template *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Date *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Need a new shift template?","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Notes","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Cancel","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Assign","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Bulk assign","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Employees *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Shift template *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","From *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","To *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Need a new shift template?","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Cancel","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/schedule/index.html","","","Assign","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","HR","B","data-en","","leave-technical"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Shift Templates","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Access Restricted","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Shift templates are not available for your role.","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Back to Dashboard","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Back to Schedule","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Shift Templates","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Reusable work shifts (Morning, Evening, Night, ...) you assign employees to.","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","New shift template","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Include inactive","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Loading…","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","New shift template","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Name *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Start time *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","End time *","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Break (minutes)","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Grace period (minutes)","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","If end time is not after start time, the shift is treated as crossing midnight (e.g. Evening 16:00 → 00:00).","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Active","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Cancel","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/hr/shifts/index.html","","","Save","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Need settings.manage","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Need settings.manage","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Choose a file","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","File too large (max 5 MB).","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Uploaded — validating…","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Mapping saved — re-validating…","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Rollback completed.","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Need plans.manage to create missing plans.","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","No error rows in CSV.","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","No PLAN_UNMATCHED plan names found.","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Found ","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","No plans to create","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Plans created — re-validating…","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/imports/imports-app.js","","","Need settings.manage to use imports.","A","toast","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/adjustments-app.js","","","Inventory","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/adjustments-app.js","","","On Hand","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/adjustments-app.js","","","Adjust quantity","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/index.html","","","Inventory","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/index.html","","","Adjust quantity","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/index.html","","","Back to On Hand","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/index.html","","","Adjust quantity","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/index.html","","","Pick an operational reason, adjust qty (and batch when required), then confirm. Drafts do not change stock until posted.","A","data-en","","localize"
"apps/web","Frontend/apps/web/src/app/(dashboard)/inventory/adjustments/index.html","","","New adjustment","A","data-en","","localize"
